track,model,threshold,n_bets,flat_roi,roi_lo,roi_hi
market_aware,stacking,0.03,5242,-0.012210988172453266,-0.059021127432277734,0.03962108927890111
market_aware,stacking,0.039999999999999994,3857,-0.028807363235675395,-0.0859410163339383,0.031740601503759326
market_aware,stacking,0.049999999999999996,2734,-0.03315654718361376,-0.09954581199707388,0.03326591075347469
market_aware,stacking,0.06,1944,-0.02485596707818932,-0.10595588991769547,0.05468274176954728
market_aware,stacking,0.06999999999999999,1317,-0.012786636294608963,-0.11174221716021261,0.09203739559605156
market_aware,stacking,0.07999999999999999,891,0.019180695847362518,-0.08940572390572392,0.1293919753086419
market_aware,stacking,0.09,600,0.049816666666666655,-0.07008166666666657,0.18385333333333334
market_aware,stacking,0.09999999999999999,406,0.045246305418719185,-0.1093743842364532,0.1919513546798029
market_aware,stacking,0.10999999999999999,264,-0.08920454545454544,-0.25317140151515144,0.07653693181818126
market_aware,stacking,0.11999999999999998,193,-0.1,-0.2865466321243523,0.09077979274611395
market_aware,stacking,0.12999999999999998,144,-0.06604166666666665,-0.2853541666666667,0.15759027777777768
market_aware,stacking,0.13999999999999999,97,-0.12082474226804127,-0.3817989690721649,0.15097938144329864
market_aware,stacking,0.14999999999999997,78,-0.21923076923076926,-0.5033717948717948,0.08936858974358966
market_aware,stacking,0.15999999999999998,54,-0.22537037037037044,-0.5705648148148148,0.16713425925925873
market_aware,stacking,0.16999999999999996,42,-0.1319047619047619,-0.546702380952381,0.33453571428571427
market_aware,stacking,0.17999999999999997,34,-0.17647058823529413,-0.6403897058823528,0.3494338235294116
market_aware,stacking,0.18999999999999997,25,-0.0015999999999999836,-0.5989699999999997,0.6332799999999995
market_aware,stacking,0.19999999999999996,15,-0.31533333333333335,-1.0,0.418
market_aware,xgboost,0.02,10122,-0.03632878877692156,-0.07497527662517288,0.0030030626358427074
market_aware,xgboost,0.03,8674,-0.03579202213511644,-0.07843788909384367,0.00764030435785103
market_aware,xgboost,0.039999999999999994,7348,-0.026848121937942296,-0.07357485029940122,0.021627041371801825
market_aware,xgboost,0.049999999999999996,6091,-0.017542275488425543,-0.06795271712362502,0.03641901986537512
