season,n,chi2,p_value,drifted,rate_H,reference_rate_H,rate_D,reference_rate_D,rate_A,reference_rate_A
2018,1579,1.2099149745889053,0.5460976422344914,False,0.45155161494616847,0.4476043276661515,0.25902469917669413,0.25100463678516227,0.2894236858771374,0.30139103554868624
2019,1656,1.1536568507704563,0.5616769449678327,False,0.4438405797101449,0.4476043276661515,0.2433574879227053,0.25100463678516227,0.31280193236714976,0.30139103554868624
2020,1777,21.52402974018228,2.1189286239398086e-05,True,0.3984243106359032,0.4476043276661515,0.2554867754642656,0.25100463678516227,0.34608891389983115,0.30139103554868624
2021,1792,2.9483196590152896,0.22897102094948507,False,0.42745535714285715,0.4476043276661515,0.25948660714285715,0.25100463678516227,0.3130580357142857,0.30139103554868624
2022,1796,0.6571728830495783,0.7199406927647549,False,0.45601336302895323,0.4476043276661515,0.24387527839643652,0.25100463678516227,0.30011135857461024,0.30139103554868624
2023,1727,2.4853554185192133,0.28861036767448434,False,0.42964678633468445,0.4476043276661515,0.26346265199768387,0.25100463678516227,0.30689056166763173,0.30139103554868624
2024,1732,7.480334777859161,0.023750127290173895,False,0.4214780600461894,0.4476043276661515,0.24826789838337182,0.25100463678516227,0.3302540415704388,0.30139103554868624
2025,1727,0.528209561014232,0.7678930752153954,False,0.4389114070642733,0.4476043276661515,0.25477707006369427,0.25100463678516227,0.30631152287203245,0.30139103554868624
